,brand,model,price,year,transmission,fuelConsumption,tax,mileage,fueltype,color,variant
31941,Citroen, C3,"£11,080",2019,Manual,58.9 mpg,Tax: £180,"Mileage: 23,592",Petrol,white,3 Aircross 1.2 PureTech 110 Feel 5dr [6 speed]
31942,Citroen, C5,"£22,169",2022,Semi-Auto,48.7 mpg,Tax: £180,"Mileage: 7,287",Petrol,white,5 X 1.2 PureTech 130 Sense Plus 5dr EAT8
31943,Citroen, C3,"£11,378",2021,Manual,54.3 mpg,Tax: £180,"Mileage: 18,759",Petrol,white,3 1.2 PureTech Flair Plus 5dr
31944,Citroen, C5 Aircross,"£15,992",2020,Manual,55.4 mpg,Tax: £180,"Mileage: 20,206",Diesel,white,s 1.5 BlueHDi 130 Flair Plus 5dr
32033,Citroen, C3,"£20,000",2021,Semi-Auto,47.1 mpg,Tax: £180,"Mileage: 9,000",Petrol,white,3 Aircross 1.2 PureTech 130 Shine Plus 5dr EAT6
32034,Citroen, C3,"£15,000",2021,Manual,54.3 mpg,Tax: £180,"Mileage: 11,000",Petrol,white,3 1.2 PureTech Shine 5dr
32035,Citroen, C3,"£14,000",2022,Manual,54.3 mpg,Tax: £180,"Mileage: 13,191",Petrol,white,3 1.2 PureTech Shine Plus 5dr
32036,Citroen, C4,"£21,582",2023,Semi-Auto,50.4 mpg,Tax: £180,Mileage: 2,Petrol,white,4 1.2 PureTech [130] Sense Plus 5dr Auto
32037,Citroen, C4,"£22,455",2023,Semi-Auto,50.4 mpg,Tax: £180,Mileage: 2,Petrol,white,4 1.2 PureTech [130] Shine Plus 5dr Auto
32038,Citroen, C3,"£14,215",2021,Semi-Auto,50.4 mpg,Tax: £180,"Mileage: 20,881",Petrol,white,3 1.2 PureTech 110 Shine 5dr EAT6
32039,Citroen, C4,"£21,805",2023,Semi-Auto,50.4 mpg,Tax: £180,Mileage: 10,Petrol,white,4 1.2 PureTech [130] Sense Plus 5dr Auto
32040,Citroen, C5 Aircross,"£25,931",2022,Semi-Auto,156.9 mpg,Tax: £170,"Mileage: 9,662",Hybrid,white,s 1.6 Plug-in Hybrid Shine 5dr e-EAT8
32123,Citroen, C4,"£19,500",2022,Automatic,64.2 mpg,Tax: £180,"Mileage: 18,000",Diesel,white,"1.5 BlueHDi C-Series Edition Hatchback 5dr Diesel EAT8 Euro 6 (s/s) (130 ps) Panoramic Roof,Part"
32124,Citroen, C3,"£14,949",2020,Semi-Auto,49.6 mpg,Tax: £180,"Mileage: 12,575",Petrol,white,3 1.2 PureTech 110 Flair Plus 5dr EAT6
32125,Citroen, C3,"£8,890",2017,Manual,61.4 mpg,Tax: £20,"Mileage: 3,623",Petrol,white,3 1.2 PureTech Platinum 5dr
32126,Citroen, C5,"£27,924",2023,Semi-Auto,188.3 mpg,Tax: £170,"Mileage: 2,115",Hybrid,white,5 X 1.6 Plug-in Hybrid 225 Sense Plus 5dr e-EAT8
32127,Citroen, C5 Aircross,"£24,377",2023,Semi-Auto,57.7 mpg,Tax: £180,"Mileage: 9,874",Diesel,white,s 1.5 BlueHDi C-Series Edition 5dr EAT8
32128,Citroen, C1,"£9,205",2020,Manual,58.9 mpg,Tax: £180,"Mileage: 20,038",Petrol,white,1 1.0 VTi 72 Origins 5dr
32129,Citroen, C5 Aircross,"£25,995",2023,Manual,48.7 mpg,Tax: £180,"Mileage: 1,000",Petrol,white,s 1.2 PureTech Shine 5dr
32130,Citroen, C5,"£31,995",2023,Semi-Auto,188.3 mpg,Tax: £170,"Mileage: 3,000",Hybrid,white,5 X 1.6 Plug-in Hybrid 225 Shine Plus 5dr e-EAT8
32131,Citroen, C3,"£11,695",2021,Manual,54.3 mpg,Tax: £180,"Mileage: 19,225",Petrol,white,3 1.2 PureTech C-Series 5dr
32132,Citroen, C4,"£21,416",2023,Semi-Auto,50.4 mpg,Tax: £180,Mileage: 10,Petrol,white,4 1.2 PureTech [130] Sense Plus 5dr Auto
32217,Citroen, C3,"£19,358",2023,Semi-Auto,50.4 mpg,Tax: £180,"Mileage: 6,419",Petrol,white,3 Aircross 1.2 PureTech 130 Shine Plus 5dr EAT6
32218,Citroen, C1,"£7,909",2021,Manual,58.9 mpg,Tax: £180,"Mileage: 19,249",Petrol,white,1 1.0 VTi 72 Shine 3dr
32219,Citroen, C1,"£8,838",2020,Manual,58.9 mpg,Tax: £180,"Mileage: 22,350",Petrol,white,1 1.0 VTi 72 Urban Ride 5dr
32220,Citroen, C1,"£6,899",2019,Manual,68.9 mpg,Tax: £180,"Mileage: 32,214",Petrol,white,1 1.0 VTi 72 Feel 5dr
32221,Citroen, C5 Aircross,"£13,735",2020,Manual,55.4 mpg,Tax: £180,"Mileage: 34,765",Diesel,white,s 1.5 BlueHDi 130 Flair 5dr
32222,Citroen, C3,"£21,026",2023,Semi-Auto,50.4 mpg,Tax: £180,"Mileage: 2,347",Petrol,white,3 Aircross 1.2 PureTech 130 Shine Plus 5dr EAT6
32223,Citroen, C1,"£6,356",2017,Manual,65.7 mpg,Tax: £0,"Mileage: 37,733",Petrol,white,1 1.2 PureTech Feel 5dr
32224,Citroen, C5,"£29,995",2022,Semi-Auto,188.3 mpg,Tax: £170,"Mileage: 9,000",Hybrid,white,5 X 1.6 Plug-in Hybrid 225 Shine Plus 5dr e-EAT8
32313,Citroen, C3,"£11,500",2018,Manual,58.9 mpg,Tax: £180,"Mileage: 31,228",Petrol,white,1.2 PureTech 110 Flair (6 spee
32314,Citroen, C3,"£20,990",2023,Semi-Auto,50.4 mpg,Tax: £180,Mileage: 5,Petrol,white,3 Aircross 1.2 PureTech 130 Shine 5dr EAT6
